post_id,slide_number,filename,dimensions_pass,text_pass,branding_pass,compliance_pass,visual_pass,overall_status,rejection_reason,regeneration_count
ALP-001,1,ALP-001_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-001,2,ALP-001_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-001,3,ALP-001_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-001,4,ALP-001_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-001,5,ALP-001_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-002,1,ALP-002_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-002,2,ALP-002_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-002,3,ALP-002_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-002,4,ALP-002_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-002,5,ALP-002_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-003,1,ALP-003_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-003,2,ALP-003_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-003,3,ALP-003_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-003,4,ALP-003_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-003,5,ALP-003_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-004,1,ALP-004_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-004,2,ALP-004_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-004,3,ALP-004_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-004,4,ALP-004_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-004,5,ALP-004_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-005,1,ALP-005_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-005,2,ALP-005_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-005,3,ALP-005_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-005,4,ALP-005_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-005,5,ALP-005_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-006,1,ALP-006_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-006,2,ALP-006_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-006,3,ALP-006_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-006,4,ALP-006_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-006,5,ALP-006_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-007,1,ALP-007_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-007,2,ALP-007_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-007,3,ALP-007_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-007,4,ALP-007_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-007,5,ALP-007_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-008,1,ALP-008_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-008,2,ALP-008_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-008,3,ALP-008_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-008,4,ALP-008_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-008,5,ALP-008_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-009,1,ALP-009_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-009,2,ALP-009_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-009,3,ALP-009_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-009,4,ALP-009_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-009,5,ALP-009_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-010,1,ALP-010_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-010,2,ALP-010_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-010,3,ALP-010_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-010,4,ALP-010_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-010,5,ALP-010_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-011,1,ALP-011_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-011,2,ALP-011_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-011,3,ALP-011_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-011,4,ALP-011_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-011,5,ALP-011_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-012,1,ALP-012_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-012,2,ALP-012_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-012,3,ALP-012_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-012,4,ALP-012_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-012,5,ALP-012_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-013,1,ALP-013_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-013,2,ALP-013_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-013,3,ALP-013_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-013,4,ALP-013_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-013,5,ALP-013_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-014,1,ALP-014_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-014,2,ALP-014_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-014,3,ALP-014_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-014,4,ALP-014_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-014,5,ALP-014_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-015,1,ALP-015_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-015,2,ALP-015_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-015,3,ALP-015_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-015,4,ALP-015_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-015,5,ALP-015_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-016,1,ALP-016_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-016,2,ALP-016_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-016,3,ALP-016_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-016,4,ALP-016_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-016,5,ALP-016_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-017,1,ALP-017_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-017,2,ALP-017_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-017,3,ALP-017_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-017,4,ALP-017_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-017,5,ALP-017_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-018,1,ALP-018_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-018,2,ALP-018_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-018,3,ALP-018_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-018,4,ALP-018_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-018,5,ALP-018_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-019,1,ALP-019_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-019,2,ALP-019_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-019,3,ALP-019_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-019,4,ALP-019_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-019,5,ALP-019_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-020,1,ALP-020_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-020,2,ALP-020_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-020,3,ALP-020_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-020,4,ALP-020_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-020,5,ALP-020_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-021,1,ALP-021_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-021,2,ALP-021_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-021,3,ALP-021_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-021,4,ALP-021_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-021,5,ALP-021_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-022,1,ALP-022_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-022,2,ALP-022_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-022,3,ALP-022_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-022,4,ALP-022_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-022,5,ALP-022_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-023,1,ALP-023_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-023,2,ALP-023_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-023,3,ALP-023_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-023,4,ALP-023_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-023,5,ALP-023_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-024,1,ALP-024_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-024,2,ALP-024_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-024,3,ALP-024_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-024,4,ALP-024_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-024,5,ALP-024_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-025,1,ALP-025_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-025,2,ALP-025_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-025,3,ALP-025_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-025,4,ALP-025_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-025,5,ALP-025_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-026,1,ALP-026_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-026,2,ALP-026_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-026,3,ALP-026_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-026,4,ALP-026_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-026,5,ALP-026_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-027,1,ALP-027_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-027,2,ALP-027_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-027,3,ALP-027_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-027,4,ALP-027_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-027,5,ALP-027_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-028,1,ALP-028_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-028,2,ALP-028_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-028,3,ALP-028_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-028,4,ALP-028_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-028,5,ALP-028_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-029,1,ALP-029_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-029,2,ALP-029_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-029,3,ALP-029_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-029,4,ALP-029_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-029,5,ALP-029_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-030,1,ALP-030_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-030,2,ALP-030_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-030,3,ALP-030_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-030,4,ALP-030_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-030,5,ALP-030_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-031,1,ALP-031_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-031,2,ALP-031_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-031,3,ALP-031_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-031,4,ALP-031_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-031,5,ALP-031_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-032,1,ALP-032_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-032,2,ALP-032_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-032,3,ALP-032_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-032,4,ALP-032_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-032,5,ALP-032_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-033,1,ALP-033_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-033,2,ALP-033_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-033,3,ALP-033_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-033,4,ALP-033_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-033,5,ALP-033_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-034,1,ALP-034_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-034,2,ALP-034_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-034,3,ALP-034_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-034,4,ALP-034_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-034,5,ALP-034_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-035,1,ALP-035_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-035,2,ALP-035_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-035,3,ALP-035_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-035,4,ALP-035_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-035,5,ALP-035_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-036,1,ALP-036_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-036,2,ALP-036_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-036,3,ALP-036_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-036,4,ALP-036_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-036,5,ALP-036_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-037,1,ALP-037_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-037,2,ALP-037_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-037,3,ALP-037_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-037,4,ALP-037_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-037,5,ALP-037_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-038,1,ALP-038_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-038,2,ALP-038_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-038,3,ALP-038_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-038,4,ALP-038_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-038,5,ALP-038_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-039,1,ALP-039_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-039,2,ALP-039_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-039,3,ALP-039_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-039,4,ALP-039_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-039,5,ALP-039_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-040,1,ALP-040_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-040,2,ALP-040_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-040,3,ALP-040_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-040,4,ALP-040_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-040,5,ALP-040_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-041,1,ALP-041_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-041,2,ALP-041_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-041,3,ALP-041_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-041,4,ALP-041_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-041,5,ALP-041_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-042,1,ALP-042_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-042,2,ALP-042_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-042,3,ALP-042_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-042,4,ALP-042_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-042,5,ALP-042_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-043,1,ALP-043_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-043,2,ALP-043_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-043,3,ALP-043_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-043,4,ALP-043_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-043,5,ALP-043_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-044,1,ALP-044_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-044,2,ALP-044_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-044,3,ALP-044_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-044,4,ALP-044_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-044,5,ALP-044_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-045,1,ALP-045_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-045,2,ALP-045_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-045,3,ALP-045_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-045,4,ALP-045_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-045,5,ALP-045_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-046,1,ALP-046_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-046,2,ALP-046_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-046,3,ALP-046_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-046,4,ALP-046_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-046,5,ALP-046_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-047,1,ALP-047_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-047,2,ALP-047_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-047,3,ALP-047_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-047,4,ALP-047_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-047,5,ALP-047_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-048,1,ALP-048_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-048,2,ALP-048_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-048,3,ALP-048_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-048,4,ALP-048_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-048,5,ALP-048_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-049,1,ALP-049_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-049,2,ALP-049_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-049,3,ALP-049_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-049,4,ALP-049_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-049,5,ALP-049_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-050,1,ALP-050_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-050,2,ALP-050_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-050,3,ALP-050_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-050,4,ALP-050_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-050,5,ALP-050_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-051,1,ALP-051_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-051,2,ALP-051_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-051,3,ALP-051_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-051,4,ALP-051_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-051,5,ALP-051_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-052,1,ALP-052_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-052,2,ALP-052_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-052,3,ALP-052_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-052,4,ALP-052_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-052,5,ALP-052_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-053,1,ALP-053_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-053,2,ALP-053_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-053,3,ALP-053_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-053,4,ALP-053_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-053,5,ALP-053_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-054,1,ALP-054_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-054,2,ALP-054_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-054,3,ALP-054_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-054,4,ALP-054_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-054,5,ALP-054_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-055,1,ALP-055_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-055,2,ALP-055_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-055,3,ALP-055_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-055,4,ALP-055_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-055,5,ALP-055_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-056,1,ALP-056_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-056,2,ALP-056_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-056,3,ALP-056_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-056,4,ALP-056_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-056,5,ALP-056_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-057,1,ALP-057_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-057,2,ALP-057_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-057,3,ALP-057_slide-03.png,True,True,True,True,True,APPROVED,,0
